,城市ID,行政归属,城市简称,拼音,lat,lon
2512,WK6WEPSTQ9P5,贵州省/黔西南布依族苗族自治州,贵州/贵州/黔西南,Qianxinan,25.090934,104.9039293
2513,WK6WEJ9VE4V7,贵州省/黔西南布依族苗族自治州/兴义市,贵州/黔西南/兴义,Xingyi,25.08,104.9
2514,WKDB9MMSRXS6,贵州省/黔西南布依族苗族自治州/兴仁市,贵州/黔西南/兴仁,Xingren,25.43,105.18
2515,WKDDSJN72HRF,贵州省/黔西南布依族苗族自治州/普安县,贵州/黔西南/普安,Puan,25.78,104.95
2516,WKDFFQ4YESYX,贵州省/黔西南布依族苗族自治州/晴隆县,贵州/黔西南/晴隆,Qinglong,25.83,105.22
2517,WKE0KH7CPQVV,贵州省/黔西南布依族苗族自治州/贞丰县,贵州/黔西南/贞丰,Zhenfeng,25.38,105.65
2518,WK7RNQ59VHN4,贵州省/黔西南布依族苗族自治州/望谟县,贵州/黔西南/望谟,Wangmo,25.17,106.1
2519,WK7NPGRZ09WB,贵州省/黔西南布依族苗族自治州/册亨县,贵州/黔西南/册亨,Ceheng,24.98,105.82
2520,WK7NBHBYT5KH,贵州省/黔西南布依族苗族自治州/安龙县,贵州/黔西南/安龙,Anlong,25.12,105.47
2521,WKSZ3058QEG5,贵州省/黔东南苗族侗族自治州,贵州/贵州/黔东南,Qiandongnan,26.58697776,107.9787224
2522,WKSZ0YTRER5H,贵州省/黔东南苗族侗族自治州/凯里市,贵州/黔东南/凯里,Kaili,26.58,107.97
2523,WKU9P2FRU5RQ,贵州省/黔东南苗族侗族自治州/黄平县,贵州/黔东南/黄平,Huangping,26.9,107.9
2524,WKUCU2DT4T5Q,贵州省/黔东南苗族侗族自治州/施秉县,贵州/黔东南/施秉,Shibing,27.03,108.12
2525,WKV33JDRES3S,贵州省/黔东南苗族侗族自治州/三穗县,贵州/黔东南/三穗,Sansui,26.97,108.68
2526,WKV1GHM19J7R,贵州省/黔东南苗族侗族自治州/镇远县,贵州/黔东南/镇远,Zhenyuan,27.05,108.42
2527,WKV6S7BQCZ1P,贵州省/黔东南苗族侗族自治州/岑巩县,贵州/黔东南/岑巩,Cengong,27.18,108.82
2528,WKV9HUTH27TX,贵州省/黔东南苗族侗族自治州/天柱县,贵州/黔东南/天柱,Tianzhu,26.92,109.2
2529,WKTXUBVN22MX,贵州省/黔东南苗族侗族自治州/锦屏县,贵州/黔东南/锦屏,Jinping,26.68,109.2
2530,WKV05F4CS1JH,贵州省/黔东南苗族侗族自治州/剑河县,贵州/黔东南/剑河,Jianhe,26.73,108.45
2531,WKTP8ZHHNBQ4,贵州省/黔东南苗族侗族自治州/台江县,贵州/黔东南/台江,Taijiang,26.67,108.32
2532,WKTT5R40C63U,贵州省/黔东南苗族侗族自治州/黎平县,贵州/黔东南/黎平,Liping,26.23,109.13
2533,WKT5T2MV5Q2F,贵州省/黔东南苗族侗族自治州/榕江县,贵州/黔东南/榕江,Rongjiang,25.93,108.52
2534,WKT6QPDS9GVM,贵州省/黔东南苗族侗族自治州/从江县,贵州/黔东南/从江,Congjiang,25.75,108.9
2535,WKSY54Q4TS2T,贵州省/黔东南苗族侗族自治州/雷山县,贵州/黔东南/雷山,Leishan,26.38,108.07
2536,WKSWB01MEWN1,贵州省/黔东南苗族侗族自治州/麻江县,贵州/黔东南/麻江,Majiang,26.5,107.58
2537,WKSTJ19D41CZ,贵州省/黔东南苗族侗族自治州/丹寨县,贵州/黔东南/丹寨,Danzhai,26.2,107.8
2538,WKSMQSH1JQT7,贵州省/黔南布依族苗族自治州,贵州/贵州/黔南,Qiannan,26.25753126,107.5179328
2539,WKSMQWM9VDFV,贵州省/黔南布依族苗族自治州/都匀市,贵州/黔南/都匀,Duyun,26.27,107.52
2540,WKSRYHX4G89Z,贵州省/黔南布依族苗族自治州/福泉市,贵州/黔南/福泉,Fuquan,26.7,107.5
2541,WKS8WGEF4PQQ,贵州省/黔南布依族苗族自治州/荔波县,贵州/黔南/荔波,Libo,25.42,107.88
2542,WKSR0NDX8P5H,贵州省/黔南布依族苗族自治州/贵定县,贵州/黔南/贵定,Guiding,26.58,107.23
2543,WKU3VXCQ0T8P,贵州省/黔南布依族苗族自治州/瓮安县,贵州/黔南/瓮安,Wengan,27.07,107.47
2544,WKS6YYHYWSGR,贵州省/黔南布依族苗族自治州/独山县,贵州/黔南/独山,Dushan,25.83,107.53
2545,WKS6FNHN9KBP,贵州省/黔南布依族苗族自治州/平塘县,贵州/黔南/平塘,Pingtang,25.83,107.32
2546,WKEBTJKURR94,贵州省/黔南布依族苗族自治州/罗甸县,贵州/黔南/罗甸,Luodian,25.43,106.75
2547,WKESN6DE8Z9N,贵州省/黔南布依族苗族自治州/长顺县,贵州/黔南/长顺,Changshun,26.03,106.45
2548,WKSN6PJ4MTM5,贵州省/黔南布依族苗族自治州/龙里县,贵州/黔南/龙里,Longli,26.45,106.97
2549,WKEUDUU4M15C,贵州省/黔南布依族苗族自治州/惠水县,贵州/黔南/惠水,Huishui,26.13,106.65
2550,WKSEY9S83PJB,贵州省/黔南布依族苗族自治州/三都水族自治县,贵州/黔南/三都,Sandu,25.98,107.87
2551,WK3N92NQV6RQ,云南省/昆明市,云南/昆明/昆明,Kunming,25.05,102.72
2552,WK3N3P64940F,云南省/昆明市/五华区,云南/昆明/五华,Wuhua,25.04514863,102.7029861
2553,WK3N9S7VVVX0,云南省/昆明市/盘龙区,云南/昆明/盘龙,Panlong,25.07319074,102.7275743
2554,WK3N37XB7ECR,云南省/昆明市/官渡区,云南/昆明/官渡,Guandu,25.02417315,102.7219768
2555,WK3N3H54GDZX,云南省/昆明市/西山区,云南/昆明/西山,Xishan,25.02734347,102.7044755
2556,WK9K7GTRH227,云南省/昆明市/东川区,云南/昆明/东川,Dongchuan,26.08,103.18
2557,WK3JE328T85V,云南省/昆明市/呈贡区,云南/昆明/呈贡,Chenggong,24.88,102.8
2558,WK2UQEP11M2F,云南省/昆明市/晋宁区,云南/昆明/晋宁,Jinning,24.67,102.6
2559,WK2ZKRNJPHG8,云南省/昆明市/富民县,云南/昆明/富民,Fumin,25.22,102.5
2560,WK3MG0X990WW,云南省/昆明市/宜良县,云南/昆明/宜良,Yiliang,24.92,103.15
2561,WK3KVVNZTQTJ,云南省/昆明市/石林彝族自治县,云南/昆明/石林,Shilin,24.77,103.27
2562,WK920WB4MN80,云南省/昆明市/嵩明县,云南/昆明/嵩明,Songming,25.35,103.03
2563,WK8C7G0RS11Y,云南省/昆明市/禄劝彝族苗族自治县,云南/昆明/禄劝,Luquan,25.55,102.47
2564,WK93MWBK53KP,云南省/昆明市/寻甸回族彝族自治县,云南/昆明/寻甸,Xundian,25.57,103.25
2565,WK2VGBX9T0DQ,云南省/昆明市/安宁市,云南/昆明/安宁,Anning,24.92,102.48
2566,WK9C440U729C,云南省/曲靖市,云南/曲靖/曲靖,Qujing,25.5,103.8
2567,WK9C41G417BE,云南省/曲靖市/麒麟区,云南/曲靖/麒麟,Qilin,25.49825832,103.8030026
2568,WK9CDRZRM64U,云南省/曲靖市/沾益区,云南/曲靖/沾益,Zhanyi,25.62,103.82
2569,WK98TJ2SKZTF,云南省/曲靖市/马龙区,云南/曲靖/马龙,Malong,25.43,103.58
2570,WK3WRHD4Q44V,云南省/曲靖市/陆良县,云南/曲靖/陆良,Luliang,25.03,103.67
2571,WK3VQ05VJX7X,云南省/曲靖市/师宗县,云南/曲靖/师宗,Shizong,24.83,103.98
2572,WK6JT3KBW0HV,云南省/曲靖市/罗平县,云南/曲靖/罗平,Luoping,24.88,104.3
2573,WKD4H30D94F4,云南省/曲靖市/富源县,云南/曲靖/富源,Fuyuan,25.67,104.25
2574,WK9QQ9SG8KYY,云南省/曲靖市/会泽县,云南/曲靖/会泽,Huize,26.42,103.3
2575,WKDJ0V5Q9F60,云南省/曲靖市/宣威市,云南/曲靖/宣威,Xuanwei,26.22,104.1
2576,WK2FT8F9H0YR,云南省/玉溪市,云南/玉溪/玉溪,Yuxi,24.35,102.55
2577,WK2FMRDWCVD0,云南省/玉溪市/红塔区,云南/玉溪/红塔,Hongta,24.34414489,102.5389117
2578,WK344HH32811,云南省/玉溪市/江川区,云南/玉溪/江川,Jiangchuan,24.28,102.75
2579,WK3HQ5011V66,云南省/玉溪市/澄江县,云南/玉溪/澄江,Chengjiang,24.67,102.92
2580,WK314NUM0TCH,云南省/玉溪市/通海县,云南/玉溪/通海,Tonghai,24.12,102.75
2581,WK31WJRR4YFZ,云南省/玉溪市/华宁县,云南/玉溪/华宁,Huaning,24.2,102.93
2582,WK2SKGJCJT3D,云南省/玉溪市/易门县,云南/玉溪/易门,Yimen,24.67,102.17
2583,WK2CD1V6SYWN,云南省/玉溪市/峨山彝族自治县,云南/玉溪/峨山,Eshan,24.18,102.4
2584,WK28BTG9FJPQ,云南省/玉溪市/新平彝族傣族自治县,云南/玉溪/新平,Xinping,24.07,101.98
2585,WK0W1N6JSQ8X,云南省/玉溪市/元江哈尼族彝族傣族自治县,云南/玉溪/元江,Yuanjiang,23.59,102
2586,WHQWBSVQS7RS,云南省/保山市,云南/保山/保山,Baoshan,25.12,99.17
2587,WHQWBT9W0B66,云南省/保山市/隆阳区,云南/保山/隆阳,Longyang,25.12401757,99.16469303
2588,WHQS8VUWTW0H,云南省/保山市/施甸县,云南/保山/施甸,Shidian,24.73,99.18
2589,WHQ5VD8SFSJ5,云南省/保山市/龙陵县,云南/保山/龙陵,Longling,24.58,98.68
2590,WHQV62NT0PQZ,云南省/保山市/昌宁县,云南/保山/昌宁,Changning,24.83,99.6
2591,WHQN3KTD265M,云南省/保山市/腾冲市,云南/保山/腾冲,Tengchong,25.03,98.5
2592,WKCG2PQ8G1M2,云南省/昭通市,云南/昭通/昭通,Zhaotong,27.33,103.72
2593,WKCERY5710Y4,云南省/昭通市/昭阳区,云南/昭通/昭阳,Zhaoyang,27.32351746,103.7044654
2594,WKCDSRDG3ZS2,云南省/昭通市/鲁甸县,云南/昭通/鲁甸,Ludian,27.2,103.55
2595,WKC1NH8H3GDR,云南省/昭通市/巧家县,云南/昭通/巧家,Qiaojia,26.92,102.92
2596,WKFPGZ1FZ5CJ,云南省/昭通市/盐津县,云南/昭通/盐津,Yanjin,28.12,104.23
2597,WKCVGGEP7QYJ,云南省/昭通市/大关县,云南/昭通/大关,Daguan,27.75,103.88
2598,WM18W5J5DJ2T,云南省/昭通市/永善县,云南/昭通/永善,Yongshan,28.23,103.63
2599,WM1FTQQP4D3V,云南省/昭通市/绥江县,云南/昭通/绥江,Suijiang,28.6,103.95
2600,WKFS4MH5B4GS,云南省/昭通市/镇雄县,云南/昭通/镇雄,Zhenxiong,27.45,104.87
2601,WKCVPTYUKTR3,云南省/昭通市/彝良县,云南/昭通/彝良,Yiliang,27.63,104.05
2602,WKFWQMZN42M3,云南省/昭通市/威信县,云南/昭通/威信,Weixin,27.85,105.05
2603,WM44ZEVVB6F4,云南省/昭通市/水富市,云南/昭通/水富,Shuifu,28.63,104.4
2604,WHZ2BV37270V,云南省/丽江市,云南/丽江/丽江,Lijiang,26.88,100.23
2605,WHZ2BTMRE5QP,云南省/丽江市/古城区,云南/丽江/古城,Gucheng,26.8807312,100.2246319
2606,WHZ28GME01UD,云南省/丽江市/玉龙纳西族自治县,云南/丽江/玉龙,Yulong,26.82501825,100.2358307
2607,WHXXU8GYM0KZ,云南省/丽江市/永胜县,云南/丽江/永胜,Yongsheng,26.68,100.75
2608,WK8P2RYDFPC1,云南省/丽江市/华坪县,云南/丽江/华坪,Huaping,26.63,101.27
2609,WHZENYHTX2D6,云南省/丽江市/宁蒗彝族自治县,云南/丽江/宁蒗,Ninglang,27.28,100.85
2610,WHPG4ZZB3XSN,云南省/普洱市,云南/普洱/普洱,Puer,23.07,101.03
2611,WHPC9UB2WNWU,云南省/普洱市/思茅区,云南/普洱/思茅,Simao,22.7898858,100.9759518
2612,WHPGWHBBGJNT,云南省/普洱市/宁洱哈尼族彝族自治县,云南/普洱/宁洱,Ninger,23.1414834,101.163277
2613,WK0M3C31ESX4,云南省/普洱市/墨江哈尼族自治县,云南/普洱/墨江,Mojiang,23.43,101.68
2614,WHREN6YPT637,云南省/普洱市/景东彝族自治县,云南/普洱/景东,Jingdong,24.45,100.83
2615,WHPTEQP92JD2,云南省/普洱市/景谷傣族彝族自治县,云南/普洱/景谷,Jinggu,23.5,100.7
2616,WHPXZWFED6UJ,云南省/普洱市/镇沅彝族哈尼族拉祜族自治县,云南/普洱/镇沅,Zhenyuan,23.9,100.88
2617,WK02MWSFJ106,云南省/普洱市/江城哈尼族彝族自治县,云南/普洱/江城,Jiangcheng,22.58,101.85
2618,W5YYCR4P7JS4,云南省/普洱市/孟连傣族拉祜族佤族自治县,云南/普洱/孟连,Menglian,22.32,99.55
2619,WHP03CNG3B8T,云南省/普洱市/澜沧拉祜族自治县,云南/普洱/澜沧,Lancang,22.55,99.93
2620,WHNBDZTJ61ZB,云南省/普洱市/西盟佤族自治县,云南/普洱/西盟,Ximeng,22.63,99.62
2621,WHPPV7HP148U,云南省/临沧市,云南/临沧/临沧,Lincang,23.88,100.08
2622,WHPPVQKYQSPH,云南省/临沧市/临翔区,云南/临沧/临翔,Linxiang,23.89773214,100.0812745
2623,WHR5CWR92U25,云南省/临沧市/凤庆县,云南/临沧/凤庆,Fengqing,24.6,99.92
2624,WHR5NDBRW477,云南省/临沧市/云县,云南/临沧/云县,Yunxian,24.45,100.13
2625,WHQ8DQX8USEV,云南省/临沧市/永德县,云南/临沧/永德,Yongde,24.03,99.25
2626,WHNR2CJB9CM1,云南省/临沧市/镇康县,云南/临沧/镇康,Zhenkang,23.78,98.83
2627,WHPJ2HUW1SU6,云南省/临沧市/双江拉祜族佤族布朗族傣族自治县,云南/临沧/双江,Shuangjiang,23.45,99.85
2628,WHNTVZHUEYHJ,云南省/临沧市/耿马傣族佤族自治县,云南/临沧/耿马,Gengma,23.55,99.4
2629,WHNEDQRDS8GC,云南省/临沧市/沧源佤族自治县,云南/临沧/沧源,Cangyuan,23.15,99.25
2630,WK2NQUD6QD0J,云南省/楚雄彝族自治州,云南/楚雄,Chuxiong,25.03,101.55
2631,WK2NQUD6QD0J,云南省/楚雄彝族自治州/楚雄市,云南/楚雄/楚雄,Chuxiong,25.03,101.55
2632,WK2K88KXYTSX,云南省/楚雄彝族自治州/双柏县,云南/楚雄/双柏,Shuangbai,24.7,101.63
2633,WK80N37GSQP5,云南省/楚雄彝族自治州/牟定县,云南/楚雄/牟定,Mouding,25.32,101.53
2634,WK2P27W8DH3P,云南省/楚雄彝族自治州/南华县,云南/楚雄/南华,Nanhua,25.2,101.27
2635,WHXCPD1KMBWC,云南省/楚雄彝族自治州/姚安县,云南/楚雄/姚安,Yaoan,25.5,101.23
2636,WK843S4BP5EU,云南省/楚雄彝族自治州/大姚县,云南/楚雄/大姚,Dayao,25.73,101.32
2637,WK8K39CUF8NX,云南省/楚雄彝族自治州/永仁县,云南/楚雄/永仁,Yongren,26.07,101.67
2638,WK86NQDC254P,云南省/楚雄彝族自治州/元谋县,云南/楚雄/元谋,Yuanmou,25.7,101.88
2639,WK8C4PT7HBYN,云南省/楚雄彝族自治州/武定县,云南/楚雄/武定,Wuding,25.53,102.4
2640,WK2X4FKMK7UC,云南省/楚雄彝族自治州/禄丰县,云南/楚雄/禄丰,Lufeng,25.15,102.08
2641,WK1KZS3MC5U1,云南省/红河哈尼族彝族自治州,云南/红河,Honghe,23.369161,102.4206
2642,WK1KGNRS15Y8,云南省/红河哈尼族彝族自治州/个旧市,云南/红河/个旧,Gejiu,23.37,103.15
2643,WK1QVYNGJ2MP,云南省/红河哈尼族彝族自治州/开远市,云南/红河/开远,Kaiyuan,23.72,103.27
2644,WK1SBYMS4EU0,云南省/红河哈尼族彝族自治州/蒙自市,云南/红河/蒙自,Mengzi,23.37,103.4
2645,WK3DC9GKM9TV,云南省/红河哈尼族彝族自治州/弥勒市,云南/红河/弥勒,Mile,24.4,103.43
2646,WK1DXR3KPN7R,云南省/红河哈尼族彝族自治州/屏边苗族自治县,云南/红河/屏边,Pingbian,22.98,103.68
2647,WK1N7GYS2XJK,云南省/红河哈尼族彝族自治州/建水县,云南/红河/建水,Jianshui,23.62,102.83
2648,WK0YUQN5P07X,云南省/红河哈尼族彝族自治州/石屏县,云南/红河/石屏,Shiping,23.72,102.5
2649,WK3G93E1872J,云南省/红河哈尼族彝族自治州/泸西县,云南/红河/泸西,Luxi,24.53,103.77
2650,WK1H5UYS89V7,云南省/红河哈尼族彝族自治州/元阳县,云南/红河/元阳,Yuanyang,23.23,102.83
2651,WK1KZS3MC5U1,云南省/红河哈尼族彝族自治州/红河县,云南/红河/红河,Honghe,23.369161,102.4206
2652,WS4UZW6K55FB,云南省/红河哈尼族彝族自治州/金平苗族瑶族傣族自治县,云南/红河/金平,Jinping,22.779543,103.226448
2653,WK0FF5J2SYY0,云南省/红河哈尼族彝族自治州/绿春县,云南/红河/绿春,Lvchun,23,102.4
2654,WK1BJGSSS870,云南省/红河哈尼族彝族自治州/河口瑶族自治县,云南/红河/河口,Hekou,22.52,103.97
2655,WK4HUQ2S15F0,云南省/文山壮族苗族自治州,云南/文山,Wenshan,23.37,104.25
2656,WK4HUQ2S15F0,云南省/文山壮族苗族自治州/文山市,云南/文山/文山,Wenshan,23.37,104.25
2657,WK4NQ5FU3PNK,云南省/文山壮族苗族自治州/砚山县,云南/文山/砚山,Yanshan,23.62,104.33
2658,WK4MMUFQ5UBF,云南省/文山壮族苗族自治州/西畴县,云南/文山/西畴,Xichou,23.45,104.67
2659,WK47W8B5YB6K,云南省/文山壮族苗族自治州/麻栗坡县,云南/文山/麻栗坡,Malipo,23.12,104.7
2660,WK44ZWTV0R40,云南省/文山壮族苗族自治州/马关县,云南/文山/马关,Maguan,23.02,104.4
2661,WK60FDJT3UYQ,云南省/文山壮族苗族自治州/丘北县,云南/文山/丘北,Qiubei,24.05,104.18
2662,WK68YFJTKKYQ,云南省/文山壮族苗族自治州/广南县,云南/文山/广南,Guangnan,24.05,105.07
2663,WK5N7MWNSRK0,云南省/文山壮族苗族自治州/富宁县,云南/文山/富宁,Funing,23.63,105.62
2664,W5ZTJWVFU2BB,云南省/西双版纳傣族自治州,云南/云南/西双版纳,Xishuangbanna,22.01021134,100.7966543
2665,W5ZTMB87F1X8,云南省/西双版纳傣族自治州/景洪市,云南/西双版纳/景洪,Jinghong,22.02,100.8
2666,W5ZKVZ92W8UF,云南省/西双版纳傣族自治州/勐海县,云南/西双版纳/勐海,Menghai,21.97,100.45
2667,W7B4PQ340D1Q,云南省/西双版纳傣族自治州/勐腊县,云南/西双版纳/勐腊,Mengla,21.48,101.57
2668,WHX38U36B3BU,云南省/大理白族自治州,云南/大理,Dali,25.6,100.23
2669,WHX38U36B3BU,云南省/大理白族自治州/大理市,云南/大理/大理,Dali,25.6,100.23
2670,WHX443J6EFCD,云南省/大理白族自治州/漾濞彝族自治县,云南/大理/漾濞,Yangbi,25.67,99.95
2671,WHX8BN6RBB60,云南省/大理白族自治州/祥云县,云南/大理/祥云,Xiangyun,25.48,100.55
2672,WHXDBY0NEUGZ,云南省/大理白族自治州/宾川县,云南/大理/宾川,Binchuan,25.83,100.58
2673,WHX2NQZ63WW2,云南省/大理白族自治州/弥渡县,云南/大理/弥渡,Midu,25.35,100.48
2674,WHRQX2HQVF2W,云南省/大理白族自治州/南涧彝族自治县,云南/大理/南涧,Nanjian,25.05,100.52
2675,WHRRD2UPRKUS,云南省/大理白族自治州/巍山彝族回族自治县,云南/大理/巍山,Weishan,25.23,100.3
2676,WHWBBUET905H,云南省/大理白族自治州/永平县,云南/大理/永平,Yongping,25.47,99.53
2677,WHWEJPR1BVDM,云南省/大理白族自治州/云龙县,云南/大理/云龙,Yunlong,25.88,99.37
2678,WHXHD7J25BCT,云南省/大理白族自治州/洱源县,云南/大理/洱源,Eryuan,26.12,99.95
2679,WHXNCM8UQWRN,云南省/大理白族自治州/剑川县,云南/大理/剑川,Jianchuan,26.53,99.9
2680,WHXPPSUV7NYP,云南省/大理白族自治州/鹤庆县,云南/大理/鹤庆,Heqing,26.57,100.18
2681,WHQ5514S00XF,云南省/德宏傣族景颇族自治州,云南/德宏/德宏,Dehong,24.4397767,98.5727798
2682,WHM8DSSNWK81,云南省/德宏傣族景颇族自治州/瑞丽市,云南/德宏/瑞丽,Ruili,24.02,97.85
2683,WHQ4GPRG06PD,云南省/德宏傣族景颇族自治州/芒市,云南/德宏/芒市,Mangshi,24.43,98.58
2684,WHMVHY7FUP2E,云南省/德宏傣族景颇族自治州/梁河县,云南/德宏/梁河,Lianghe,24.82,98.3
2685,WHMSSKNKQMUX,云南省/德宏傣族景颇族自治州/盈江县,云南/德宏/盈江,Yingjiang,24.72,97.93
2686,WHM99MRZ1NVX,云南省/德宏傣族景颇族自治州/陇川县,云南/德宏/陇川,Longchuan,24.2,97.8
2687,WHW713U75VQ2,云南省/怒江傈僳族自治州,云南/怒江/怒江,Nujiang,25.85,98.85
2688,WHW78XWW0YUS,云南省/怒江傈僳族自治州/泸水市,云南/怒江/泸水,Lushui,25.97,98.82
2689,WHY31BFZVGRQ,云南省/怒江傈僳族自治州/福贡县,云南/怒江/福贡,Fugong,26.9,98.87
2690,WHYJV216CWST,云南省/怒江傈僳族自治州/贡山独龙族怒族自治县,云南/怒江/贡山,Gongshan,27.73,98.67
2691,WHWWQR56MVM5,云南省/怒江傈僳族自治州/兰坪白族普米族自治县,云南/怒江/兰坪,Lanping,26.45,99.42
2692,WHYYKBBJHGP4,云南省/迪庆藏族自治州,云南/云南/迪庆,Diqing,27.82237745,99.70114107
2693,WHYYKDR3D2H0,云南省/迪庆藏族自治州/香格里拉市,云南/迪庆/香格里拉,Xianggelila,27.83,99.7
2694,WJN64BXK50F1,云南省/迪庆藏族自治州/德钦县,云南/迪庆/德钦,Deqin,28.48,98.92
2695,WHYDE5VQZXJX,云南省/迪庆藏族自治州/维西傈僳族自治县,云南/迪庆/维西,Weixi,27.18,99.28
2696,WJ2B9TWGFBT5,西藏自治区/拉萨市,西藏/拉萨/拉萨,Lasa,29.65,91.13
2697,WJ2B9VM9U1Z6,西藏自治区/拉萨市/城关区,西藏/拉萨/城关,Chengguan,29.64828996,91.13932659
2698,WJ28WV85V8W5,西藏自治区/拉萨市/堆龙德庆区,西藏/拉萨/堆龙德庆,Duilongdeqing,29.65,91
2699,WJ2BYEP4930B,西藏自治区/拉萨市/达孜区,西藏/拉萨/达孜,Dazi,29.68,91.35
2700,WJ2FH7NHP5GX,西藏自治区/拉萨市/林周县,西藏/拉萨/林周,Linzhou,29.9,91.25
2701,WJ2V3H8YZGG6,西藏自治区/拉萨市/当雄县,西藏/拉萨/当雄,Dangxiong,30.48,91.1
2702,WJ0PE3JNXMBH,西藏自治区/拉萨市/尼木县,西藏/拉萨/尼木,Nimu,29.45,90.15
2703,WJ0X0DESDHZ6,西藏自治区/拉萨市/曲水县,西藏/拉萨/曲水,Qushui,29.37,90.73
2704,WJ31XQ7SRGJ3,西藏自治区/拉萨市/墨竹工卡县,西藏/拉萨/墨竹工卡,Mozhugongka,29.83,91.73
2705,TVPNW82QN57R,西藏自治区/日喀则市,西藏/日喀则/日喀则,Rikaze,29.27,88.88
2706,TVPNQVH2QWTV,西藏自治区/日喀则市/桑珠孜区,西藏/日喀则/桑珠孜,Sangzhuzi,29.25117739,88.89650429
2707,TVR2GE0DS3P2,西藏自治区/日喀则市/南木林县,西藏/日喀则/南木林,Nanmulin,29.68,89.1
2708,TVPSWBSXPQDR,西藏自治区/日喀则市/江孜县,西藏/日喀则/江孜,Jiangzi,28.92,89.6
2709,TVJGN7NYG5K7,西藏自治区/日喀则市/定日县,西藏/日喀则/定日,Dingri,28.67,87.12
2710,TVNS6VN4WWKZ,西藏自治区/日喀则市/萨迦县,西藏/日喀则/萨迦,Sajia,28.9,88.02
2711,TVNM6JF5QBZU,西藏自治区/日喀则市/拉孜县,西藏/日喀则/拉孜,Lazi,29.08,87.63
2712,TVNN8VYUY7FK,西藏自治区/日喀则市/昂仁县,西藏/日喀则/昂仁,Angren,29.3,87.23
2713,TVNZ2TS60JDS,西藏自治区/日喀则市/谢通门县,西藏/日喀则/谢通门,Xietongmen,29.43,88.27
2714,TVPMXMHKMC2W,西藏自治区/日喀则市/白朗县,西藏/日喀则/白朗,Bailang,29.12,89.27
2715,TVPYK1HJNDYV,西藏自治区/日喀则市/仁布县,西藏/日喀则/仁布,Renbu,29.23,89.83
2716,TVPF89NBR6N8,西藏自治区/日喀则市/康马县,西藏/日喀则/康马,Kangma,28.57,89.68
2717,TVN3MK85JPR3,西藏自治区/日喀则市/定结县,西藏/日喀则/定结,Dingjie,28.37,87.77
2718,TV7C25KYBFJR,西藏自治区/日喀则市/仲巴县,西藏/日喀则/仲巴,Zhongba,29.77,84.03
2719,TUZHQFX485K9,西藏自治区/日喀则市/亚东县,西藏/日喀则/亚东,Yadong,27.48,88.9
2720,TVHSJ5CX6JCC,西藏自治区/日喀则市/吉隆县,西藏/日喀则/吉隆,Jilong,28.85,85.3
2721,TVJ0K80WPHWE,西藏自治区/日喀则市/聂拉木县,西藏/日喀则/聂拉木,Nielamu,28.17,85.98
2722,TVHWG7QEDUQ0,西藏自治区/日喀则市/萨嘎县,西藏/日喀则/萨嘎,Saga,29.33,85.23
2723,TVNBYK4QCW05,西藏自治区/日喀则市/岗巴县,西藏/日喀则/岗巴,Gangba,28.28,88.52
2724,WJT157H36HS5,西藏自治区/昌都市,西藏/昌都/昌都,Changdu,31.13,97.18
2725,WJT158PWGVZG,西藏自治区/昌都市/卡若区,西藏/昌都/卡若,Karuo,31.11447139,97.19552976
2726,WJTG5N3SGCS5,西藏自治区/昌都市/江达县,西藏/昌都/江达,Jiangda,31.5,98.22
2727,WJMZS5WNBCNF,西藏自治区/昌都市/贡觉县,西藏/昌都/贡觉,Gongjue,30.87,98.27
2728,WJS9W5MVXJUD,西藏自治区/昌都市/类乌齐县,西藏/昌都/类乌齐,Leiwuqi,31.22,96.6
2729,WJEFXRVFC2W8,西藏自治区/昌都市/丁青县,西藏/昌都/丁青,Dingqing,31.42,95.6
2730,WJMQK78M1Y15,西藏自治区/昌都市/察雅县,西藏/昌都/察雅,Chaya,30.65,97.57
2731,WJKFVQQVZWJB,西藏自治区/昌都市/八宿县,西藏/昌都/八宿,Basu,30.05,96.92
2732,WJM8F9K0Q2B5,西藏自治区/昌都市/左贡县,西藏/昌都/左贡,Zuogong,29.67,97.85
2733,WJQ0GEN6D90B,西藏自治区/昌都市/芒康县,西藏/昌都/芒康,Mangkang,29.68,98.6
2734,WJKNUTV78Z7N,西藏自治区/昌都市/洛隆县,西藏/昌都/洛隆,Luolong,30.75,95.83
2735,WJ7RFYWKMCYH,西藏自治区/昌都市/边坝县,西藏/昌都/边坝,Bianba,30.93,94.7
2736,WJ70G7N4S3H0,西藏自治区/林芝市,西藏/林芝/林芝,Linzhi,29.68,94.37
2737,WJ70E5WYGTPN,西藏自治区/林芝市/巴宜区,西藏/林芝/巴宜,Bayi,29.63955333,94.36001528
2738,WJ63CZQXD7XW,西藏自治区/林芝市/工布江达县,西藏/林芝/工布江达,Gongbujiangda,29.88,93.25
2739,WJ5N0P2FV4U1,西藏自治区/林芝市/米林县,西藏/林芝/米林,Milin,29.22,94.22
2740,WJ5YC735WH20,西藏自治区/林芝市/墨脱县,西藏/林芝/墨脱,Motuo,29.33,95.33
2741,WJK1GM9T6EXF,西藏自治区/林芝市/波密县,西藏/林芝/波密,Bomi,29.87,95.77
2742,WJJ71GPQZE7E,西藏自治区/林芝市/察隅县,西藏/林芝/察隅,Chayu,28.67,97.47
